AffairShortId,AffairTitle,VoteDate,VoteMeaningYes,VoteMeaningNo
20160053,Nouveau régime financier 2021,Jun 16 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160054,Loi fédérale sur la navigation intérieure. Révision partielle,Mar 02 2017,Antrag der Mehrheit (eintreten),Antrag der Minderheit Wobmann (nichteintreten)
20160054,Loi fédérale sur la navigation intérieure. Révision partielle,Mar 02 2017,Antrag der Mehrheit,Antrag der Minderheit Hardegger (gem Bundesrat)
20160054,Loi fédérale sur la navigation intérieure. Révision partielle,Mar 02 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160054,Loi fédérale sur la navigation intérieure. Révision partielle,Mar 17 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160055,Aides financières à l’accueil extra-familial pour enfants. Modification,Jun 16 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160055,Aides financières à l’accueil extra-familial pour enfants. Modification,May 02 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160055,Aides financières à l’accueil extra-familial pour enfants. Modification,May 02 2017,Zustimmung zum Art. 1 nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20160055,Aides financières à l’accueil extra-familial pour enfants. Modification,May 02 2017,Antrag der Mehrheit,Antrag der Minderheit II Bigler
20160055,Aides financières à l’accueil extra-familial pour enfants. Modification,May 02 2017,Antrag der Mehrheit,Antrag der Minderheit Bigler
20160055,Aides financières à l’accueil extra-familial pour enfants. Modification,May 02 2017,Antrag der Mehrheit,Antrag der Minderheit Pieren
20160055,Aides financières à l’accueil extra-familial pour enfants. Modification,May 02 2017,Zustimmung zum Art. 3b nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20160055,Aides financières à l’accueil extra-familial pour enfants. Modification,May 02 2017,Zustimmung zum Art. 3a nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20160055,Aides financières à l’accueil extra-familial pour enfants. Modification,May 02 2017,Antrag der Mehrheit,Antrag der Minderheit Fricker
20160055,Aides financières à l’accueil extra-familial pour enfants. Modification,May 02 2017,Antrag der Mehrheit (Eintreten),Antrag der Minderheit Bigler (Nichteintreten)
20160056,Loi sur le génie génétique. Modification,Dec 06 2016,Antrag der Minderheit I Gmür-Schönenberger,Antrag der Minderheit II Derder
20160056,Loi sur le génie génétique. Modification,May 03 2017,Antrag der Mehrheit,Antrag der Minderheit Gmür-Schönenberger
20160056,Loi sur le génie génétique. Modification,Dec 06 2016,Annahme der Vorlage,Ablehnung der Vorlage
20160056,Loi sur le génie génétique. Modification,Dec 06 2016,Antrag der Mehrheit,Antrag der Minderheit I Gmür Schönenberger
20160056,Loi sur le génie génétique. Modification,Dec 06 2016,Antrag der Mehrheit,Antrag der Minderheit Munz
20160056,Loi sur le génie génétique. Modification,May 03 2017,Antrag der Mehrheit,Antrag der Minderheit Wasserfallen
20160056,Loi sur le génie génétique. Modification,Dec 06 2016,Antrag der Minderheit II Wasserfallen,Antrag des Bundesrates
20160056,Loi sur le génie génétique. Modification,Dec 06 2016,Antrag der Mehrheit,Antrag der Minderheit I Wasserfallen
20160056,Loi sur le génie génétique. Modification,Jun 16 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160056,Loi sur le génie génétique. Modification,Dec 06 2016,Antrag der Kommission,Antrag des Bundesrates
20160057,"Introduction de l'échange automatique de renseignements relatifs aux comptes financiers avec l'Islande, la Norvège, Guernesey, Jersey, l'île de Man, le Japon, le Canada et la République de Corée",Sep 22 2016,Annahme der Vorlage,Ablehnung der Vorlage
20160058,Organisation internationale du Travail. Protocole à la convention no 29 concernant le travail forcé,Dec 05 2016,Antrag der Mehrheit (Eintreten),Antrag der Minderheit Estermann (Nichteintreten)
20160058,Organisation internationale du Travail. Protocole à la convention no 29 concernant le travail forcé,Mar 17 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160058,Organisation internationale du Travail. Protocole à la convention no 29 concernant le travail forcé,Dec 05 2016,Annahme der Vorlage,Ablehnung der Vorlage
20160059,Charte européenne de l'autonomie locale. Protocole additionnel,Mar 15 2017,Antrag der Mehrheit (Eintreten),Antrag der Minderheit Nidegger (Nichteintreten)
20160059,Charte européenne de l'autonomie locale. Protocole additionnel,Mar 15 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160059,Charte européenne de l'autonomie locale. Protocole additionnel,Mar 17 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160062,Loi sur l’aviation. Révision partielle 1+,Dec 14 2016,Antrag der Kommission (streichen),Antrag des Bundesrates
20160062,Loi sur l’aviation. Révision partielle 1+,Dec 14 2016,Antrag der Mehrheit,Antrag der Minderheit Hardegger
20160062,Loi sur l’aviation. Révision partielle 1+,Dec 14 2016,Antrag der Kommission,Antrag Jauslin (streichen)
20160062,Loi sur l’aviation. Révision partielle 1+,May 29 2017,Antrag der Kommission,Antrag Glättli
20160062,Loi sur l’aviation. Révision partielle 1+,Jun 16 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160062,Loi sur l’aviation. Révision partielle 1+,Dec 14 2016,Annahme der Vorlage,Ablehnung der Vorlage
20160062,Loi sur l’aviation. Révision partielle 1+,Dec 14 2016,Zustimmung zum Art. 1 nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20160062,Loi sur l’aviation. Révision partielle 1+,Dec 14 2016,Antrag der Mehrheit,Antrag der Minderheit Hurter Thomas
20160063,Plateforme système de saisie des données biométriques. Renouvellement,Mar 15 2017,Zustimmung zu Art. 1 nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20160063,Plateforme système de saisie des données biométriques. Renouvellement,Jun 12 2017,Antrag der Mehrheit,Antrag der Minderheit Jauslin
20160063,Plateforme système de saisie des données biométriques. Renouvellement,Mar 15 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160064,Loi sur le Contrôle des finances. Révision partielle,Feb 27 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160064,Loi sur le Contrôle des finances. Révision partielle,Feb 27 2017,Antrag der Mehrheit,Antrag der Minderheit Keller Peter
20160064,Loi sur le Contrôle des finances. Révision partielle,Mar 17 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité (selon CE),"Proposition de la minorité de Courten (biffer, selon droit en vigueur)"
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité Ruiz Rebecca
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité Schenker Silvia (biffer)
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité I Ingold (selon CE)
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité II Barrile
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité Heim (biffer)
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité Humbel
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité I Humbel (selon CE et CF)
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,"Proposition de la minorité II Sauter (biffer, selon droit en vigueur)"
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité Aeschi Thomas
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition Hausammann
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité Pezzatti (biffer)
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Proposition de la majorité,Proposition de la minorité I Aeschi Thomas
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Proposition de la minorité I Aeschi Thomas,Proposition de la minorité II Gysi (selon CE et CF)
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Proposition de la majorité,Proposition de la minorité Aeschi Thomas
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Proposition de la majorité (selon CE et CF),"Proposition de la minorité Carobbio Guscetti (biffer, selon droit en vigueur)"
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Proposition de la majorité (selon CE et CF),Proposition de la minorité Feri Yvonne
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Proposition de la majorité (selon CF),"Proposition de la minorité I Carobbio Guscetti (biffer, selon droit en vigueur)"
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,"Proposition de la majorité (selon CF) Proposition de la minorité I Carobbio Guscetti (biffer, selon droit en vigueur)",Proposition de la minorité II Humbel 
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Proposition de la majorité (selon CF),Proposition de la minorité Barrile (selon CE)
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,"Proposition de la minorité Feri Yvonne (biffer, selon droit en vigueur)"
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité Schenker Silvia
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité Gysi (biffer)
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité III Sauter
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Proposition de la majorité,Proposition de la minorité Moret
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité I Schenker Silvia
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Proposition de la majorité (selon CE et CF),"Proposition de la minorité Clottu (biffer, selon droit en vigueur)"
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Proposition de la majorité,"Proposition de la minorité Humbel (biffer, selon droit en vigueur)"
20160065,LPC. Modification (Réforme des PC),Mar 15 2018,Adopter le projet,Rejeter le projet
20160065,LPC. Modification (Réforme des PC),Sep 10 2018,Proposition de la majorité,Proposition de la minorité I Lohr
20160065,LPC. Modification (Réforme des PC),Sep 10 2018,Proposition de la majorité,Proposition de la minorité II Feri Yvonne
20160065,LPC. Modification (Réforme des PC),Sep 10 2018,Proposition de la majorité,Proposition de la minorité I Lohr 
20160065,LPC. Modification (Réforme des PC),Sep 10 2018,Adopter la disposition (selon la règle sur le frein aux dépenses) ,Rejeter la disposition 
20160065,LPC. Modification (Réforme des PC),Sep 10 2018,Proposition de la majorité (maintenir) ,Proposition de la minorité Gysi (selon CE)
20160065,LPC. Modification (Réforme des PC),Sep 10 2018,Proposition de la majorité,Proposition de la minorité Weibel
20160065,LPC. Modification (Réforme des PC),Sep 10 2018,Proposition de la majorité (maintenir),Proposition de la minorité Carobbio Guscetti (selon CE)
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité II Schenker Silvia
20160065,LPC. Modification (Réforme des PC),Sep 10 2018,Proposition de la majorité (selon CE),Proposition de la minorité Herzog (maintenir) 
20160065,LPC. Modification (Réforme des PC),Mar 06 2019,Proposta della maggioranza (mantenere),Proposta della minoranza Lohr (secondo CS=stralciare)
20160065,LPC. Modification (Réforme des PC),Mar 06 2019,Proposta della maggioranza (mantenere),Proposta della minoranza Schenker Silvia (secondo CS = stralciare)
20160065,LPC. Modification (Réforme des PC),Mar 06 2019,Proposta della maggioranza (mantenere),Proposta della minoranza Heim (secondo CS)
20160065,LPC. Modification (Réforme des PC),Mar 19 2019,Accettare la proposta,Respingere la proposta
20160065,LPC. Modification (Réforme des PC),Mar 22 2019,Accettare il progetto,Respingere il progetto
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,adopter la disposition selon la règle sur le frein aux dépenses,rejeter la disposition
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité (selon CF),Proposition de la minorité I Schenker Silvia
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité II Pezzatti
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité,Proposition de la minorité Häsler
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la majorité (selon CE et CF),Proposition de la minorité Clottu
20160065,LPC. Modification (Réforme des PC),Sep 10 2018,Proposition de la majorité (maintenir),Proposition de la minorité Lohr (selon CE)
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,adopter les dispositions selon la règle sur le frein aux dépenses,rejeter les dispositions
20160065,LPC. Modification (Réforme des PC),Mar 14 2018,Proposition de la commission,Proposition Quadranti
20160066,FMI. Octroi d'une garantie pour un prêt au fonds fiduciaire,Jun 14 2017,Antrag der Mehrheit (Eintreten),Antrag der Minderheit Estermann (Nichteintrenten)
20160066,FMI. Octroi d'une garantie pour un prêt au fonds fiduciaire,Jun 14 2017,Zustimmung zum Art. 1 nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20160066,FMI. Octroi d'une garantie pour un prêt au fonds fiduciaire,Jun 14 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160067,Loi sur l’aide monétaire. Révision,May 04 2017,Zustimmung zum Artikel 3 nach der Regel über die Ausgabenbremse,Ablehnung des Artikels
20160067,Loi sur l’aide monétaire. Révision,Jun 16 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160067,Loi sur l’aide monétaire. Révision,May 04 2017,Antrag der Mehrheit (Eintreten),Antrag der Minderheit Nidegger (Nichteintreten)
20160067,Loi sur l’aide monétaire. Révision,May 04 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160067,Loi sur l’aide monétaire. Révision,May 04 2017,Antrag der Mehrheit,Antrag der Minderheit Nidegger
20160068,Lutte contre la criminalité. Accord avec le Monténégro,May 03 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160068,Lutte contre la criminalité. Accord avec le Monténégro,Jun 07 2017,Antrag der Mehrheit,Antrag der Minderheit Carobio Guscetti
20160068,Lutte contre la criminalité. Accord avec le Monténégro,Sep 29 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160071,Oui à la suppression des redevances radio et télévision (suppression des redevances Billag). Initiative populaire,Sep 29 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160071,Oui à la suppression des redevances radio et télévision (suppression des redevances Billag). Initiative populaire,Sep 25 2017,Antrag der Mehrheit (Nichteintreten),Antrag der Minderheit Rutz Gregor  (Eintreten)
20160071,Oui à la suppression des redevances radio et télévision (suppression des redevances Billag). Initiative populaire,Sep 25 2017,Antrag der Mehrheit (Empfehlung auf Ablehnung der Volksinitiative),Antrag der Minderheit II Rutz Gregor (Empfehlung auf Annahme der Volksinitiative) 
20160072,Pollution atmosphérique transfrontière. Convention relative aux métaux lourds. Modification,Jun 16 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160072,Pollution atmosphérique transfrontière. Convention relative aux métaux lourds. Modification,May 29 2017,Annahme der Vorlage,Ablehnung der Vorlage
20160073,Pour des denrées alimentaires saines et produites dans des conditions équitables et écologiques (initiative pour des aliments équitables). Initiative populaire,Sep 28 2017,Antrag der Mehrheit (Nichteintreten),Antrag der Minderheit Jans (Eintreten)
20160073,Pour des denrées alimentaires saines et produites dans des conditions équitables et écologiques (initiative pour des aliments équitables). Initiative populaire,Mar 16 2018,Adopter le projet,Rejeter le projet
20160073,Pour des denrées alimentaires saines et produites dans des conditions équitables et écologiques (initiative pour des aliments équitables). Initiative populaire,Sep 28 2017,Antrag der Mehrheit (Empfehlung auf Ablehnung der Volksinitiative),Antrag der Minderheit Schelbert (Empfehlung auf Annahme der Volksinitiative)
